ear_left,ear_right,ear_avg,mar,label
0.4177111188861706,0.3878909034555958,0.4028010111708832,1.3303486909972235,0
0.41062423432952927,0.3888788989723348,0.39975156665093203,1.3604208483687144,0
0.4067773728817709,0.3704467815528497,0.3886120772173103,1.3589130295648255,0
0.40597598861506545,0.35875710979438136,0.3823665492047234,1.3760222550950354,0
0.4026993605833662,0.35643234903281545,0.3795658548080908,1.3554615032878332,0
0.4057180775237552,0.3546243847115666,0.38017123111766093,1.3814681764406853,0
0.4019298376409366,0.3490328218718779,0.37548132975640724,1.366232213311743,0
0.3996728786181277,0.34928302354993007,0.3744779510840289,1.3615371150036841,0
0.42271303974773305,0.3769357395541439,0.39982438965093847,1.3702107995147297,0
0.43879098956528606,0.38759531879951137,0.4131931541823987,1.3619634203526445,0
0.44025014309872734,0.3843936729750063,0.41232190803686686,1.3581939682212465,0
0.43035653000095664,0.3896586795620597,0.41000760478150816,1.3616141967649644,0
0.4208470970523378,0.3808634686174978,0.4008552828349178,1.3460172368138388,0
0.4269318493309383,0.3713850591019993,0.3991584542164688,1.3531186746433652,0
0.41689451369214725,0.3848118408084335,0.40085317725029035,1.412543053994281,0
0.42532659150533614,0.38720160072052523,0.4062640961129307,1.3977628934377653,0
0.42164501764766527,0.3875682327157394,0.4046066251817023,1.3627113145484289,0
0.4131900907754529,0.3808499413784447,0.3970200160769488,1.3418510108009012,0
0.39026194468430236,0.37028457053118824,0.38027325760774533,1.2922637113491764,0
0.2923334342354838,0.30033000621226597,0.2963317202238749,1.2866612396547654,0
0.40933702766519475,0.35919100057903286,0.3842640141221138,1.2047671033184093,0
0.3911275522678335,0.3196918960832084,0.35540972417552097,1.330758202115875,0
0.4142839441728816,0.33638413715250565,0.3753340406626936,1.2819603650903466,0
0.4563446614680202,0.3868386295283521,0.4215916454981862,1.1211364198993585,0
0.4294232590545493,0.3925986086763461,0.41101093386544774,1.1103361614338545,0
0.44795186131911546,0.39928948641735434,0.4236206738682349,1.1679890211965247,0
0.4553349418645647,0.3796806329034799,0.4175077873840223,1.2069839220819396,0
0.4698119079535207,0.3746814527321176,0.42224668034281915,1.5064822915225533,0
0.486088401002122,0.38259686762796746,0.4343426343150447,1.1675228696099522,0
0.4557554365787732,0.412903401546378,0.4343294190625756,1.157444468271799,0
0.46346030132238153,0.4274277249388779,0.4454440131306297,1.2030090924743408,0
0.49712968348274655,0.4067896249078782,0.45195965419531237,1.5262345429104995,0
0.5967505834406167,0.4308060045616877,0.5137782940011522,1.2784602169933033,0
